32 [1, 2, 3, 7, 4, 6, 8, 5]
64 [1, 2, 3, 7, 4, 8, 5, 6]
64 [1, 2, 3, 7, 4, 8, 6, 5]
32 [1, 2, 3, 7, 5, 4, 6, 8]
32 [1, 2, 3, 7, 5, 4, 8, 6]
64 [1, 2, 3, 7, 5, 6, 4, 8]
64 [1, 2, 3, 7, 5, 6, 8, 4]
32 [1, 2, 3, 7, 5, 8, 4, 6]
32 [1, 2, 3, 7, 5, 8, 6, 4]
32 [1, 2, 3, 7, 6, 4, 5, 8]
32 [1, 2, 3, 7, 6, 4, 8, 5]
64 [1, 2, 3, 7, 6, 5, 4, 8]
64 [1, 2, 3, 7, 6, 5, 8, 4]
32 [1, 2, 3, 7, 6, 8, 4, 5]
32 [1, 2, 3, 7, 6, 8, 5, 4]
64 [1, 2, 3, 7, 8, 4, 5, 6]
64 [1, 2, 3, 7, 8, 4, 6, 5]
32 [1, 2, 3, 7, 8, 5, 4, 6]
32 [1, 2, 3, 7, 8, 5, 6, 4]
32 [1, 2, 3, 7, 8, 6, 4, 5]
32 [1, 2, 3, 7, 8, 6, 5, 4]
32 [1, 2, 3, 8, 4, 5, 6, 7]
32 [1, 2, 3, 8, 4, 5, 7, 6]
32 [1, 2, 3, 8, 4, 6, 5, 7]
32 [1, 2, 3, 8, 4, 6, 7, 5]
64 [1, 2, 3, 8, 4, 7, 5, 6]
64 [1, 2, 3, 8, 4, 7, 6, 5]
32 [1, 2, 3, 8, 5, 4, 6, 7]
32 [1, 2, 3, 8, 5, 4, 7, 6]
64 [1, 2, 3, 8, 5, 6, 4, 7]
64 [1, 2, 3, 8, 5, 6, 7, 4]
32 [1, 2, 3, 8, 5, 7, 4, 6]
32 [1, 2, 3, 8, 5, 7, 6, 4]
32 [1, 2, 3, 8, 6, 4, 5, 7]
32 [1, 2, 3, 8, 6, 4, 7, 5]
64 [1, 2, 3, 8, 6, 5, 4, 7]
64 [1, 2, 3, 8, 6, 5, 7, 4]
32 [1, 2, 3, 8, 6, 7, 4, 5]
32 [1, 2, 3, 8, 6, 7, 5, 4]
64 [1, 2, 3, 8, 7, 4, 5, 6]
64 [1, 2, 3, 8, 7, 4, 6, 5]
32 [1, 2, 3, 8, 7, 5, 4, 6]
32 [1, 2, 3, 8, 7, 5, 6, 4]
32 [1, 2, 3, 8, 7, 6, 4, 5]
32 [1, 2, 3, 8, 7, 6, 5, 4]
256 [1, 2, 4, 3, 5, 6, 7, 8]
256 [1, 2, 4, 3, 5, 6, 8, 7]
128 [1, 2, 4, 3, 5, 7, 6, 8]
128 [1, 2, 4, 3, 5, 7, 8, 6]
128 [1, 2, 4, 3, 5, 8, 6, 7]
128 [1, 2, 4, 3, 5, 8, 7, 6]
256 [1, 2, 4, 3, 6, 5, 7, 8]
256 [1, 2, 4, 3, 6, 5, 8, 7]
128 [1, 2, 4, 3, 6, 7, 5, 8]
128 [1, 2, 4, 3, 6, 7, 8, 5]
128 [1, 2, 4, 3, 6, 8, 5, 7]
128 [1, 2, 4, 3, 6, 8, 7, 5]
128 [1, 2, 4, 3, 7, 5, 6, 8]
128 [1, 2, 4, 3, 7, 5, 8, 6]
128 [1, 2, 4, 3, 7, 6, 5, 8]
128 [1, 2, 4, 3, 7, 6, 8, 5]
256 [1, 2, 4, 3, 7, 8, 5, 6]
256 [1, 2, 4, 3, 7, 8, 6, 5]
128 [1, 2, 4, 3, 8, 5, 6, 7]
128 [1, 2, 4, 3, 8, 5, 7, 6]
128 [1, 2, 4, 3, 8, 6, 5, 7]
128 [1, 2, 4, 3, 8, 6, 7, 5]
256 [1, 2, 4, 3, 8, 7, 5, 6]
256 [1, 2, 4, 3, 8, 7, 6, 5]
64 [1, 2, 4, 5, 3, 6, 7, 8]
64 [1, 2, 4, 5, 3, 6, 8, 7]
32 [1, 2, 4, 5, 3, 7, 6, 8]
32 [1, 2, 4, 5, 3, 7, 8, 6]
32 [1, 2, 4, 5, 3, 8, 6, 7]
32 [1, 2, 4, 5, 3, 8, 7, 6]
64 [1, 2, 4, 5, 6, 3, 7, 8]
64 [1, 2, 4, 5, 6, 3, 8, 7]
32 [1, 2, 4, 5, 6, 7, 3, 8]
32 [1, 2, 4, 5, 6, 7, 8, 3]
32 [1, 2, 4, 5, 6, 8, 3, 7]
32 [1, 2, 4, 5, 6, 8, 7, 3]
32 [1, 2, 4, 5, 7, 3, 6, 8]
32 [1, 2, 4, 5, 7, 3, 8, 6]
32 [1, 2, 4, 5, 7, 6, 3, 8]
32 [1, 2, 4, 5, 7, 6, 8, 3]
64 [1, 2, 4, 5, 7, 8, 3, 6]
64 [1, 2, 4, 5, 7, 8, 6, 3]
32 [1, 2, 4, 5, 8, 3, 6, 7]
32 [1, 2, 4, 5, 8, 3, 7, 6]
32 [1, 2, 4, 5, 8, 6, 3, 7]
32 [1, 2, 4, 5, 8, 6, 7, 3]
64 [1, 2, 4, 5, 8, 7, 3, 6]
64 [1, 2, 4, 5, 8, 7, 6, 3]
64 [1, 2, 4, 6, 3, 5, 7, 8]
64 [1, 2, 4, 6, 3, 5, 8, 7]
32 [1, 2, 4, 6, 3, 7, 5, 8]
32 [1, 2, 4, 6, 3, 7, 8, 5]
32 [1, 2, 4, 6, 3, 8, 5, 7]
32 [1, 2, 4, 6, 3, 8, 7, 5]
64 [1, 2, 4, 6, 5, 3, 7, 8]
64 [1, 2, 4, 6, 5, 3, 8, 7]
32 [1, 2, 4, 6, 5, 7, 3, 8]
32 [1, 2, 4, 6, 5, 7, 8, 3]
32 [1, 2, 4, 6, 5, 8, 3, 7]
32 [1, 2, 4, 6, 5, 8, 7, 3]
32 [1, 2, 4, 6, 7, 3, 5, 8]
32 [1, 2, 4, 6, 7, 3, 8, 5]
32 [1, 2, 4, 6, 7, 5, 3, 8]
32 [1, 2, 4, 6, 7, 5, 8, 3]
64 [1, 2, 4, 6, 7, 8, 3, 5]
64 [1, 2, 4, 6, 7, 8, 5, 3]
32 [1, 2, 4, 6, 8, 3, 5, 7]
32 [1, 2, 4, 6, 8, 3, 7, 5]
32 [1, 2, 4, 6, 8, 5, 3, 7]
32 [1, 2, 4, 6, 8, 5, 7, 3]
64 [1, 2, 4, 6, 8, 7, 3, 5]
64 [1, 2, 4, 6, 8, 7, 5, 3]
32 [1, 2, 4, 7, 3, 5, 6, 8]
32 [1, 2, 4, 7, 3, 5, 8, 6]
32 [1, 2, 4, 7, 3, 6, 5, 8]
32 [1, 2, 4, 7, 3, 6, 8, 5]
64 [1, 2, 4, 7, 3, 8, 5, 6]
64 [1, 2, 4, 7, 3, 8, 6, 5]
32 [1, 2, 4, 7, 5, 3, 6, 8]
32 [1, 2, 4, 7, 5, 3, 8, 6]
64 [1, 2, 4, 7, 5, 6, 3, 8]
64 [1, 2, 4, 7, 5, 6, 8, 3]
32 [1, 2, 4, 7, 5, 8, 3, 6]
32 [1, 2, 4, 7, 5, 8, 6, 3]
32 [1, 2, 4, 7, 6, 3, 5, 8]
32 [1, 2, 4, 7, 6, 3, 8, 5]
64 [1, 2, 4, 7, 6, 5, 3, 8]
64 [1, 2, 4, 7, 6, 5, 8, 3]
32 [1, 2, 4, 7, 6, 8, 3, 5]
32 [1, 2, 4, 7, 6, 8, 5, 3]
64 [1, 2, 4, 7, 8, 3, 5, 6]
64 [1, 2, 4, 7, 8, 3, 6, 5]
32 [1, 2, 4, 7, 8, 5, 3, 6]
32 [1, 2, 4, 7, 8, 5, 6, 3]
32 [1, 2, 4, 7, 8, 6, 3, 5]
32 [1, 2, 4, 7, 8, 6, 5, 3]
32 [1, 2, 4, 8, 3, 5, 6, 7]
32 [1, 2, 4, 8, 3, 5, 7, 6]
32 [1, 2, 4, 8, 3, 6, 5, 7]
32 [1, 2, 4, 8, 3, 6, 7, 5]
64 [1, 2, 4, 8, 3, 7, 5, 6]
64 [1, 2, 4, 8, 3, 7, 6, 5]
32 [1, 2, 4, 8, 5, 3, 6, 7]
32 [1, 2, 4, 8, 5, 3, 7, 6]
64 [1, 2, 4, 8, 5, 6, 3, 7]
64 [1, 2, 4, 8, 5, 6, 7, 3]
32 [1, 2, 4, 8, 5, 7, 3, 6]
32 [1, 2, 4, 8, 5, 7, 6, 3]
32 [1, 2, 4, 8, 6, 3, 5, 7]
32 [1, 2, 4, 8, 6, 3, 7, 5]
64 [1, 2, 4, 8, 6, 5, 3, 7]
64 [1, 2, 4, 8, 6, 5, 7, 3]
32 [1, 2, 4, 8, 6, 7, 3, 5]
32 [1, 2, 4, 8, 6, 7, 5, 3]
64 [1, 2, 4, 8, 7, 3, 5, 6]
64 [1, 2, 4, 8, 7, 3, 6, 5]
32 [1, 2, 4, 8, 7, 5, 3, 6]
32 [1, 2, 4, 8, 7, 5, 6, 3]
32 [1, 2, 4, 8, 7, 6, 3, 5]
32 [1, 2, 4, 8, 7, 6, 5, 3]
64 [1, 2, 5, 3, 4, 6, 7, 8]
64 [1, 2, 5, 3, 4, 6, 8, 7]
32 [1, 2, 5, 3, 4, 7, 6, 8]
32 [1, 2, 5, 3, 4, 7, 8, 6]
32 [1, 2, 5, 3, 4, 8, 6, 7]
32 [1, 2, 5, 3, 4, 8, 7, 6]
64 [1, 2, 5, 3, 6, 4, 7, 8]
64 [1, 2, 5, 3, 6, 4, 8, 7]
32 [1, 2, 5, 3, 6, 7, 4, 8]
32 [1, 2, 5, 3, 6, 7, 8, 4]
32 [1, 2, 5, 3, 6, 8, 4, 7]
32 [1, 2, 5, 3, 6, 8, 7, 4]
32 [1, 2, 5, 3, 7, 4, 6, 8]
32 [1, 2, 5, 3, 7, 4, 8, 6]
32 [1, 2, 5, 3, 7, 6, 4, 8]
32 [1, 2, 5, 3, 7, 6, 8, 4]
64 [1, 2, 5, 3, 7, 8, 4, 6]
64 [1, 2, 5, 3, 7, 8, 6, 4]
32 [1, 2, 5, 3, 8, 4, 6, 7]
32 [1, 2, 5, 3, 8, 4, 7, 6]
32 [1, 2, 5, 3, 8, 6, 4, 7]
32 [1, 2, 5, 3, 8, 6, 7, 4]
64 [1, 2, 5, 3, 8, 7, 4, 6]
64 [1, 2, 5, 3, 8, 7, 6, 4]
64 [1, 2, 5, 4, 3, 6, 7, 8]
64 [1, 2, 5, 4, 3, 6, 8, 7]
32 [1, 2, 5, 4, 3, 7, 6, 8]
32 [1, 2, 5, 4, 3, 7, 8, 6]
32 [1, 2, 5, 4, 3, 8, 6, 7]
32 [1, 2, 5, 4, 3, 8, 7, 6]
64 [1, 2, 5, 4, 6, 3, 7, 8]
64 [1, 2, 5, 4, 6, 3, 8, 7]
32 [1, 2, 5, 4, 6, 7, 3, 8]
32 [1, 2, 5, 4, 6, 7, 8, 3]
32 [1, 2, 5, 4, 6, 8, 3, 7]
32 [1, 2, 5, 4, 6, 8, 7, 3]
32 [1, 2, 5, 4, 7, 3, 6, 8]
32 [1, 2, 5, 4, 7, 3, 8, 6]
32 [1, 2, 5, 4, 7, 6, 3, 8]
32 [1, 2, 5, 4, 7, 6, 8, 3]
64 [1, 2, 5, 4, 7, 8, 3, 6]
64 [1, 2, 5, 4, 7, 8, 6, 3]
32 [1, 2, 5, 4, 8, 3, 6, 7]
32 [1, 2, 5, 4, 8, 3, 7, 6]
32 [1, 2, 5, 4, 8, 6, 3, 7]
32 [1, 2, 5, 4, 8, 6, 7, 3]
64 [1, 2, 5, 4, 8, 7, 3, 6]
64 [1, 2, 5, 4, 8, 7, 6, 3]
64 [1, 2, 5, 6, 3, 4, 7, 8]
64 [1, 2, 5, 6, 3, 4, 8, 7]
32 [1, 2, 5, 6, 3, 7, 4, 8]
32 [1, 2, 5, 6, 3, 7, 8, 4]
32 [1, 2, 5, 6, 3, 8, 4, 7]
32 [1, 2, 5, 6, 3, 8, 7, 4]
64 [1, 2, 5, 6, 4, 3, 7, 8]
64 [1, 2, 5, 6, 4, 3, 8, 7]
32 [1, 2, 5, 6, 4, 7, 3, 8]
32 [1, 2, 5, 6, 4, 7, 8, 3]
32 [1, 2, 5, 6, 4, 8, 3, 7]
32 [1, 2, 5, 6, 4, 8, 7, 3]
32 [1, 2, 5, 6, 7, 3, 4, 8]
32 [1, 2, 5, 6, 7, 3, 8, 4]
32 [1, 2, 5, 6, 7, 4, 3, 8]
32 [1, 2, 5, 6, 7, 4, 8, 3]
64 [1, 2, 5, 6, 7, 8, 3, 4]
64 [1, 2, 5, 6, 7, 8, 4, 3]
32 [1, 2, 5, 6, 8, 3, 4, 7]
32 [1, 2, 5, 6, 8, 3, 7, 4]
32 [1, 2, 5, 6, 8, 4, 3, 7]
32 [1, 2, 5, 6, 8, 4, 7, 3]
64 [1, 2, 5, 6, 8, 7, 3, 4]
64 [1, 2, 5, 6, 8, 7, 4, 3]
32 [1, 2, 5, 7, 3, 4, 6, 8]
32 [1, 2, 5, 7, 3, 4, 8, 6]
16 [1, 2, 5, 7, 3, 6, 4, 8]
16 [1, 2, 5, 7, 3, 6, 8, 4]
16 [1, 2, 5, 7, 3, 8, 4, 6]
16 [1, 2, 5, 7, 3, 8, 6, 4]
32 [1, 2, 5, 7, 4, 3, 6, 8]
32 [1, 2, 5, 7, 4, 3, 8, 6]
16 [1, 2, 5, 7, 4, 6, 3, 8]
16 [1, 2, 5, 7, 4, 6, 8, 3]
16 [1, 2, 5, 7, 4, 8, 3, 6]
16 [1, 2, 5, 7, 4, 8, 6, 3]
16 [1, 2, 5, 7, 6, 3, 4, 8]
16 [1, 2, 5, 7, 6, 3, 8, 4]
16 [1, 2, 5, 7, 6, 4, 3, 8]
16 [1, 2, 5, 7, 6, 4, 8, 3]
32 [1, 2, 5, 7, 6, 8, 3, 4]
32 [1, 2, 5, 7, 6, 8, 4, 3]
16 [1, 2, 5, 7, 8, 3, 4, 6]
16 [1, 2, 5, 7, 8, 3, 6, 4]
16 [1, 2, 5, 7, 8, 4, 3, 6]
16 [1, 2, 5, 7, 8, 4, 6, 3]
32 [1, 2, 5, 7, 8, 6, 3, 4]
32 [1, 2, 5, 7, 8, 6, 4, 3]
32 [1, 2, 5, 8, 3, 4, 6, 7]
32 [1, 2, 5, 8, 3, 4, 7, 6]
16 [1, 2, 5, 8, 3, 6, 4, 7]
16 [1, 2, 5, 8, 3, 6, 7, 4]
16 [1, 2, 5, 8, 3, 7, 4, 6]
16 [1, 2, 5, 8, 3, 7, 6, 4]
32 [1, 2, 5, 8, 4, 3, 6, 7]
32 [1, 2, 5, 8, 4, 3, 7, 6]
16 [1, 2, 5, 8, 4, 6, 3, 7]
16 [1, 2, 5, 8, 4, 6, 7, 3]
16 [1, 2, 5, 8, 4, 7, 3, 6]
16 [1, 2, 5, 8, 4, 7, 6, 3]
16 [1, 2, 5, 8, 6, 3, 4, 7]
16 [1, 2, 5, 8, 6, 3, 7, 4]
16 [1, 2, 5, 8, 6, 4, 3, 7]
16 [1, 2, 5, 8, 6, 4, 7, 3]
32 [1, 2, 5, 8, 6, 7, 3, 4]
32 [1, 2, 5, 8, 6, 7, 4, 3]
16 [1, 2, 5, 8, 7, 3, 4, 6]
16 [1, 2, 5, 8, 7, 3, 6, 4]
16 [1, 2, 5, 8, 7, 4, 3, 6]
16 [1, 2, 5, 8, 7, 4, 6, 3]
32 [1, 2, 5, 8, 7, 6, 3, 4]
32 [1, 2, 5, 8, 7, 6, 4, 3]
64 [1, 2, 6, 3, 4, 5, 7, 8]
64 [1, 2, 6, 3, 4, 5, 8, 7]
32 [1, 2, 6, 3, 4, 7, 5, 8]
32 [1, 2, 6, 3, 4, 7, 8, 5]
32 [1, 2, 6, 3, 4, 8, 5, 7]
32 [1, 2, 6, 3, 4, 8, 7, 5]
64 [1, 2, 6, 3, 5, 4, 7, 8]
64 [1, 2, 6, 3, 5, 4, 8, 7]
32 [1, 2, 6, 3, 5, 7, 4, 8]
32 [1, 2, 6, 3, 5, 7, 8, 4]
32 [1, 2, 6, 3, 5, 8, 4, 7]
32 [1, 2, 6, 3, 5, 8, 7, 4]
32 [1, 2, 6, 3, 7, 4, 5, 8]
32 [1, 2, 6, 3, 7, 4, 8, 5]
32 [1, 2, 6, 3, 7, 5, 4, 8]
32 [1, 2, 6, 3, 7, 5, 8, 4]
64 [1, 2, 6, 3, 7, 8, 4, 5]
64 [1, 2, 6, 3, 7, 8, 5, 4]
32 [1, 2, 6, 3, 8, 4, 5, 7]
32 [1, 2, 6, 3, 8, 4, 7, 5]
32 [1, 2, 6, 3, 8, 5, 4, 7]
32 [1, 2, 6, 3, 8, 5, 7, 4]
64 [1, 2, 6, 3, 8, 7, 4, 5]
64 [1, 2, 6, 3, 8, 7, 5, 4]
64 [1, 2, 6, 4, 3, 5, 7, 8]
64 [1, 2, 6, 4, 3, 5, 8, 7]
32 [1, 2, 6, 4, 3, 7, 5, 8]
32 [1, 2, 6, 4, 3, 7, 8, 5]
32 [1, 2, 6, 4, 3, 8, 5, 7]
32 [1, 2, 6, 4, 3, 8, 7, 5]
64 [1, 2, 6, 4, 5, 3, 7, 8]
64 [1, 2, 6, 4, 5, 3, 8, 7]
32 [1, 2, 6, 4, 5, 7, 3, 8]
32 [1, 2, 6, 4, 5, 7, 8, 3]
32 [1, 2, 6, 4, 5, 8, 3, 7]
32 [1, 2, 6, 4, 5, 8, 7, 3]
32 [1, 2, 6, 4, 7, 3, 5, 8]
32 [1, 2, 6, 4, 7, 3, 8, 5]
32 [1, 2, 6, 4, 7, 5, 3, 8]
32 [1, 2, 6, 4, 7, 5, 8, 3]
64 [1, 2, 6, 4, 7, 8, 3, 5]
64 [1, 2, 6, 4, 7, 8, 5, 3]
32 [1, 2, 6, 4, 8, 3, 5, 7]
32 [1, 2, 6, 4, 8, 3, 7, 5]
32 [1, 2, 6, 4, 8, 5, 3, 7]
32 [1, 2, 6, 4, 8, 5, 7, 3]
64 [1, 2, 6, 4, 8, 7, 3, 5]
64 [1, 2, 6, 4, 8, 7, 5, 3]
64 [1, 2, 6, 5, 3, 4, 7, 8]
64 [1, 2, 6, 5, 3, 4, 8, 7]
32 [1, 2, 6, 5, 3, 7, 4, 8]
32 [1, 2, 6, 5, 3, 7, 8, 4]
32 [1, 2, 6, 5, 3, 8, 4, 7]
32 [1, 2, 6, 5, 3, 8, 7, 4]
64 [1, 2, 6, 5, 4, 3, 7, 8]
64 [1, 2, 6, 5, 4, 3, 8, 7]
32 [1, 2, 6, 5, 4, 7, 3, 8]
32 [1, 2, 6, 5, 4, 7, 8, 3]
32 [1, 2, 6, 5, 4, 8, 3, 7]
32 [1, 2, 6, 5, 4, 8, 7, 3]
32 [1, 2, 6, 5, 7, 3, 4, 8]
32 [1, 2, 6, 5, 7, 3, 8, 4]
32 [1, 2, 6, 5, 7, 4, 3, 8]
32 [1, 2, 6, 5, 7, 4, 8, 3]
64 [1, 2, 6, 5, 7, 8, 3, 4]
64 [1, 2, 6, 5, 7, 8, 4, 3]
32 [1, 2, 6, 5, 8, 3, 4, 7]
32 [1, 2, 6, 5, 8, 3, 7, 4]
32 [1, 2, 6, 5, 8, 4, 3, 7]
32 [1, 2, 6, 5, 8, 4, 7, 3]
64 [1, 2, 6, 5, 8, 7, 3, 4]
64 [1, 2, 6, 5, 8, 7, 4, 3]
32 [1, 2, 6, 7, 3, 4, 5, 8]
32 [1, 2, 6, 7, 3, 4, 8, 5]
16 [1, 2, 6, 7, 3, 5, 4, 8]
16 [1, 2, 6, 7, 3, 5, 8, 4]
16 [1, 2, 6, 7, 3, 8, 4, 5]
16 [1, 2, 6, 7, 3, 8, 5, 4]
32 [1, 2, 6, 7, 4, 3, 5, 8]
32 [1, 2, 6, 7, 4, 3, 8, 5]
16 [1, 2, 6, 7, 4, 5, 3, 8]
16 [1, 2, 6, 7, 4, 5, 8, 3]
16 [1, 2, 6, 7, 4, 8, 3, 5]
16 [1, 2, 6, 7, 4, 8, 5, 3]
16 [1, 2, 6, 7, 5, 3, 4, 8]
16 [1, 2, 6, 7, 5, 3, 8, 4]
16 [1, 2, 6, 7, 5, 4, 3, 8]
16 [1, 2, 6, 7, 5, 4, 8, 3]
32 [1, 2, 6, 7, 5, 8, 3, 4]
32 [1, 2, 6, 7, 5, 8, 4, 3]
16 [1, 2, 6, 7, 8, 3, 4, 5]
16 [1, 2, 6, 7, 8, 3, 5, 4]
16 [1, 2, 6, 7, 8, 4, 3, 5]
16 [1, 2, 6, 7, 8, 4, 5, 3]
32 [1, 2, 6, 7, 8, 5, 3, 4]
32 [1, 2, 6, 7, 8, 5, 4, 3]
32 [1, 2, 6, 8, 3, 4, 5, 7]
32 [1, 2, 6, 8, 3, 4, 7, 5]
16 [1, 2, 6, 8, 3, 5, 4, 7]
16 [1, 2, 6, 8, 3, 5, 7, 4]
16 [1, 2, 6, 8, 3, 7, 4, 5]
16 [1, 2, 6, 8, 3, 7, 5, 4]
32 [1, 2, 6, 8, 4, 3, 5, 7]
32 [1, 2, 6, 8, 4, 3, 7, 5]
16 [1, 2, 6, 8, 4, 5, 3, 7]
16 [1, 2, 6, 8, 4, 5, 7, 3]
16 [1, 2, 6, 8, 4, 7, 3, 5]
16 [1, 2, 6, 8, 4, 7, 5, 3]
16 [1, 2, 6, 8, 5, 3, 4, 7]
16 [1, 2, 6, 8, 5, 3, 7, 4]
16 [1, 2, 6, 8, 5, 4, 3, 7]
16 [1, 2, 6, 8, 5, 4, 7, 3]
32 [1, 2, 6, 8, 5, 7, 3, 4]
32 [1, 2, 6, 8, 5, 7, 4, 3]
16 [1, 2, 6, 8, 7, 3, 4, 5]
16 [1, 2, 6, 8, 7, 3, 5, 4]
16 [1, 2, 6, 8, 7, 4, 3, 5]
16 [1, 2, 6, 8, 7, 4, 5, 3]
32 [1, 2, 6, 8, 7, 5, 3, 4]
32 [1, 2, 6, 8, 7, 5, 4, 3]
32 [1, 2, 7, 3, 4, 5, 6, 8]
32 [1, 2, 7, 3, 4, 5, 8, 6]
32 [1, 2, 7, 3, 4, 6, 5, 8]
32 [1, 2, 7, 3, 4, 6, 8, 5]
64 [1, 2, 7, 3, 4, 8, 5, 6]
64 [1, 2, 7, 3, 4, 8, 6, 5]
32 [1, 2, 7, 3, 5, 4, 6, 8]
32 [1, 2, 7, 3, 5, 4, 8, 6]
64 [1, 2, 7, 3, 5, 6, 4, 8]
64 [1, 2, 7, 3, 5, 6, 8, 4]
32 [1, 2, 7, 3, 5, 8, 4, 6]
32 [1, 2, 7, 3, 5, 8, 6, 4]
32 [1, 2, 7, 3, 6, 4, 5, 8]
32 [1, 2, 7, 3, 6, 4, 8, 5]
64 [1, 2, 7, 3, 6, 5, 4, 8]
64 [1, 2, 7, 3, 6, 5, 8, 4]
32 [1, 2, 7, 3, 6, 8, 4, 5]
32 [1, 2, 7, 3, 6, 8, 5, 4]
64 [1, 2, 7, 3, 8, 4, 5, 6]
64 [1, 2, 7, 3, 8, 4, 6, 5]
32 [1, 2, 7, 3, 8, 5, 4, 6]
32 [1, 2, 7, 3, 8, 5, 6, 4]
32 [1, 2, 7, 3, 8, 6, 4, 5]
32 [1, 2, 7, 3, 8, 6, 5, 4]
32 [1, 2, 7, 4, 3, 5, 6, 8]
32 [1, 2, 7, 4, 3, 5, 8, 6]
32 [1, 2, 7, 4, 3, 6, 5, 8]
32 [1, 2, 7, 4, 3, 6, 8, 5]
64 [1, 2, 7, 4, 3, 8, 5, 6]
64 [1, 2, 7, 4, 3, 8, 6, 5]
32 [1, 2, 7, 4, 5, 3, 6, 8]
32 [1, 2, 7, 4, 5, 3, 8, 6]
64 [1, 2, 7, 4, 5, 6, 3, 8]
64 [1, 2, 7, 4, 5, 6, 8, 3]
32 [1, 2, 7, 4, 5, 8, 3, 6]
32 [1, 2, 7, 4, 5, 8, 6, 3]
32 [1, 2, 7, 4, 6, 3, 5, 8]
32 [1, 2, 7, 4, 6, 3, 8, 5]
